playerID,yearID,stint,teamID,lgID,G_batting,R,runsPerGame
riddljo01,1889,1,WS8,NL,11,3,0.2727
robinbi01,1889,1,LS2,AA,1,2,2.0000
robinwi01,1889,1,PH4,AA,69,31,0.4493
robinya01,1889,1,SL4,AA,132,97,0.7348
roweja01,1889,1,PIT,NL,75,57,0.7600
rusieam01,1889,1,IN3,NL,33,15,0.4545
ryanja01,1889,1,LS2,AA,21,8,0.3810
ryanji01,1889,1,CHN,NL,135,140,1.0370
sandebe01,1889,1,PHI,NL,44,21,0.4773
scherha01,1889,1,LS2,AA,1,0,0.0000
schoeju01,1889,1,IN3,NL,16,3,0.1875
schripo01,1889,1,PHI,NL,55,24,0.4364
seeryem01,1889,1,IN3,NL,127,123,0.9685
sewared01,1889,1,PH4,AA,46,22,0.4783
shannda01,1889,1,LS2,AA,121,90,0.7438
shindbi01,1889,1,BL2,AA,138,122,0.8841
shochge01,1889,1,WS8,NL,30,12,0.4000
shrevle01,1889,1,IN3,NL,3,1,0.3333
slattmi01,1889,1,NY1,NL,12,7,0.5833
smithel01,1889,1,CN2,AA,29,12,0.4138
smithge01,1889,1,BR3,AA,121,89,0.7355
smithha01,1889,1,LS2,AA,1,0,0.0000
smithph01,1889,1,PH4,AA,5,3,0.6000
smithpo01,1889,1,PIT,NL,72,26,0.3611
smithpo01,1889,2,BSN,NL,59,21,0.3559
snydepo01,1889,1,CL4,NL,22,5,0.2273
sommejo01,1889,1,BL2,AA,106,51,0.4811
sommepe01,1889,1,CHN,NL,12,5,0.4167
sommepe01,1889,2,IN3,NL,23,12,0.5217
sowdebi01,1889,1,BSN,NL,7,2,0.2857
sowdebi01,1889,2,PIT,NL,15,4,0.2667
sowdejo01,1889,1,KC2,AA,28,11,0.3929
spragch01,1889,1,CL4,NL,2,2,1.0000
sprined01,1889,1,LS2,AA,1,0,0.0000
staleha01,1889,1,PIT,NL,51,11,0.2157
stearec01,1889,1,KC2,AA,139,96,0.6906
stiveja01,1889,1,SL4,AA,27,12,0.4444
stoveha01,1889,1,PH4,AA,137,152,1.1095
stratsc01,1889,1,LS2,AA,62,30,0.4839
striccu01,1889,1,CL4,NL,136,83,0.6103
sullima01,1889,1,IN3,NL,69,45,0.6522
sullimi02,1889,1,WS8,NL,9,2,0.2222
sullito01,1889,1,KC2,AA,10,8,0.8000
sundabi01,1889,1,PIT,NL,81,62,0.7654
sutclsy01,1889,1,CL4,NL,46,17,0.3696
swartpa01,1889,1,KC2,AA,51,19,0.3725
sweenpe01,1889,1,WS8,NL,49,13,0.2653
sweenpe01,1889,2,SL4,AA,9,8,0.8889
tatepo01,1889,1,BL2,AA,72,28,0.3889
tebeage01,1889,1,CN2,AA,135,110,0.8148
tebeapa01,1889,1,CL4,NL,136,72,0.5294
tenerjo01,1889,1,CHN,NL,42,18,0.4286
terryad01,1889,1,BR3,AA,49,29,0.5918
thompsa01,1889,1,PHI,NL,128,103,0.8047
thornjo01,1889,1,WS8,NL,1,0,0.0000
tiernmi01,1889,1,NY1,NL,122,147,1.2049
titcoca01,1889,1,NY1,NL,3,2,0.6667
tomneph01,1889,1,LS2,AA,112,61,0.5446
traffjo01,1889,1,LS2,AA,1,0,0.0000
tucketo01,1889,1,BL2,AA,134,103,0.7687
twitcla01,1889,1,CL4,NL,134,73,0.5448
vanhage01,1889,1,CHN,NL,134,126,0.9403
vaughfa01,1889,1,LS2,AA,90,39,0.4333
viaule01,1889,1,CN2,AA,47,14,0.2979
visnejo01,1889,1,BR3,AA,80,56,0.7000
wardjo01,1889,1,NY1,NL,114,87,0.7632
wardpi01,1889,1,PHI,NL,7,0,0.0000
weavefa01,1889,1,LS2,AA,124,62,0.5000
weckbpe01,1889,1,IN3,NL,1,0,0.0000
welchcu01,1889,1,PH4,AA,125,134,1.0720
welchmi01,1889,1,NY1,NL,45,20,0.4444
weyhigu01,1889,1,PH4,AA,54,16,0.2963
weyhijo01,1889,1,CL6,AA,1,0,0.0000
whitapa01,1889,1,BL2,AA,1,0,0.0000
whitede01,1889,1,PIT,NL,55,35,0.6364
whitnar01,1889,1,NY1,NL,129,71,0.5504
whitnji01,1889,1,IN3,NL,10,6,0.6000
widnewi01,1889,1,CL6,AA,41,16,0.3902
willine01,1889,1,CHN,NL,47,16,0.3404
wilmowa01,1889,1,WS8,NL,108,88,0.8148
wisesa01,1889,1,WS8,NL,121,79,0.6529
wolfji01,1889,1,LS2,AA,130,72,0.5538
woodge01,1889,1,PHI,NL,97,77,0.7938
woodge01,1889,2,BL2,AA,3,1,0.3333
woodpe01,1889,1,PHI,NL,3,0,0.0000
zimmech01,1889,1,CL4,NL,84,47,0.5595
abbotda01,1890,1,TL2,AA,3,0,0.0000
adamsji01,1890,1,SL4,AA,1,0,0.0000
allenbo01,1890,1,PHI,NL,133,69,0.5188
alvorbi01,1890,1,TL2,AA,116,69,0.5948
anderda01,1890,1,PHI,NL,3,1,0.3333
anderda01,1890,2,PIT,NL,13,4,0.3077
andreed01,1890,1,BRP,PL,94,84,0.8936
andreji01,1890,1,CHN,NL,53,32,0.6038
ansonca01,1890,1,CHN,NL,139,95,0.6835
ardnejo01,1890,1,CL4,NL,84,28,0.3333
bakelje01,1890,1,CLP,PL,43,10,0.2326
bakerki01,1890,1,PIT,NL,26,6,0.2308
bakerno01,1890,1,BL3,AA,2,0,0.0000
baldwki01,1890,1,CIN,NL,22,5,0.2273
baldwki01,1890,2,PH4,AA,24,5,0.2083
baldwla01,1890,1,BRO,NL,2,1,0.5000
baldwla01,1890,2,BFP,PL,7,4,0.5714
baldwma01,1890,1,CHP,PL,58,27,0.4655
barrbo01,1890,1,RC2,AA,57,22,0.3860
bartsch01,1890,1,CHP,PL,26,7,0.2692
bassech01,1890,1,NY1,NL,100,52,0.5200
bastich01,1890,1,CHP,PL,80,38,0.4750
battijo01,1890,1,SR2,AA,29,15,0.5172
beardol01,1890,1,CIN,NL,122,64,0.5246
beatied01,1890,1,CL4,NL,54,25,0.4630
becklja01,1890,1,PTP,PL,121,109,0.9008
beeched01,1890,1,BFP,PL,126,69,0.5476
bennech01,1890,1,BSN,NL,85,59,0.6941
bergetu01,1890,1,PIT,NL,104,64,0.6154
bierblo01,1890,1,BRP,PL,133,128,0.9624
blauvhe01,1890,1,RC2,AA,2,3,1.5000
blighne01,1890,1,CL6,AA,8,2,0.2500
blighne01,1890,2,LS2,AA,24,9,0.3750
bowesfr01,1890,1,BR4,AA,61,28,0.4590
bowmasu01,1890,1,PHI,NL,1,0,0.0000
bowmasu01,1890,2,PIT,NL,10,7,0.7000
boyleja01,1890,1,CHP,PL,100,56,0.5600
brennji01,1890,1,CLP,PL,59,32,0.5424
brigggr01,1890,1,SR2,AA,86,44,0.5116
brodist01,1890,1,BSN,NL,132,77,0.5833
broutda01,1890,1,BSP,PL,123,117,0.9512
brownpe01,1890,1,CLP,PL,118,112,0.9492
brownto01,1890,1,BSP,PL,128,146,1.1406
brownwi01,1890,1,NYP,PL,60,47,0.7833
buckldi01,1890,1,NY1,NL,70,39,0.5571
buckljo01,1890,1,BFP,PL,4,1,0.2500
budd01,1890,1,CLP,PL,1,0,0.0000
buffich01,1890,1,PHP,PL,42,24,0.5714
burkeda01,1890,1,RC2,AA,32,14,0.4375
burkeda01,1890,2,SR2,AA,9,1,0.1111
burkeed01,1890,1,PHI,NL,100,85,0.8500
burkeed01,1890,2,PIT,NL,31,17,0.5484
burkeje01,1890,1,NY1,NL,101,67,0.6634
burkejo01,1890,1,SL4,AA,2,3,1.5000
burnsoy01,1890,1,BRO,NL,119,102,0.8571
burnsto01,1890,1,CHN,NL,139,86,0.6187
bushodo01,1890,1,BRO,NL,16,5,0.3125
calihwi01,1890,1,RC2,AA,48,16,0.3333
campaco01,1890,1,SL4,AA,75,68,0.9067
campbsa01,1890,1,PH4,AA,2,0,0.0000
cantzba01,1890,1,PH4,AA,5,1,0.2000
carfred01,1890,1,PH4,AA,1,0,0.0000
carmage01,1890,1,PH4,AA,28,9,0.3214
carnejo01,1890,1,BFP,PL,28,11,0.3929
carnejo01,1890,2,CLP,PL,25,15,0.6000
carrocl01,1890,1,CHN,NL,136,134,0.9853
carrofr01,1890,1,PTP,PL,111,95,0.8559
cartwed01,1890,1,SL4,AA,75,70,0.9333
carutbo01,1890,1,BRO,NL,71,46,0.6479
caseyda01,1890,1,SR2,AA,46,11,0.2391
chambel01,1890,1,SL4,AA,5,1,0.2000
chambel01,1890,2,CL6,AA,25,8,0.3200
childcu01,1890,1,SR2,AA,126,109,0.8651
churchi01,1890,1,BR4,AA,3,1,0.3333
clarkar01,1890,1,NY1,NL,101,55,0.5446
clarkbo01,1890,1,BRO,NL,43,24,0.5581
clarkjo01,1890,1,BSN,NL,45,18,0.4000
clarksp01,1890,1,BFP,PL,69,45,0.6522
clemeed01,1890,1,PIT,NL,1,0,0.0000
clemeja01,1890,1,PHI,NL,97,64,0.6598
clingbi01,1890,1,CIN,NL,7,2,0.2857
colemjo01,1890,1,PIT,NL,3,1,0.3333
colemjo02,1890,1,PHI,NL,1,0,0.0000
collibi01,1890,1,PH4,AA,1,0,0.0000
collihu01,1890,1,BRO,NL,129,148,1.1473
comisch01,1890,1,CHP,PL,88,53,0.6023
connepe01,1890,1,BR4,AA,11,7,0.6364
connoro01,1890,1,NYP,PL,123,133,1.0813
conrobe01,1890,1,PH4,AA,117,45,0.3846
cookpa01,1890,1,BRP,PL,58,32,0.5517
cooneji01,1890,1,CHN,NL,135,114,0.8444
corcoto01,1890,1,PTP,PL,123,80,0.6504
corkhpo01,1890,1,BRO,NL,51,23,0.4510
cotteda01,1890,1,BFP,PL,1,0,0.0000
coughro01,1890,1,CHN,NL,11,5,0.4545
craneed01,1890,1,NYP,PL,43,27,0.6279
cranesa01,1890,1,NY1,NL,2,0,0.0000
cranesa01,1890,2,PIT,NL,22,3,0.1364
cranesa01,1890,3,NY1,NL,2,0,0.0000
crawfge01,1890,1,PH4,AA,5,1,0.2000
creelgu01,1890,1,SL4,AA,4,0,0.0000
crookja01,1890,1,CL6,AA,135,86,0.6370
crossla01,1890,1,PHP,PL,63,42,0.6667
cunnibe01,1890,1,PHP,PL,15,6,0.4000
cunnibe01,1890,2,BFP,PL,28,11,0.3929
cushmed01,1890,1,TL2,AA,40,9,0.2250
dailevi01,1890,1,CL4,NL,64,41,0.6406
dailyco01,1890,1,BRP,PL,46,20,0.4348
dailyed01,1890,1,BR4,AA,91,68,0.7473
dailyed01,1890,2,NY1,NL,4,1,0.2500
dailyed01,1890,3,LS2,AA,23,24,1.0435
daleybi01,1890,1,BSP,PL,37,14,0.3784
dalyjo01,1890,1,PH4,AA,21,8,0.3810
dalyto01,1890,1,BRO,NL,82,55,0.6707
daniepe01,1890,1,PIT,NL,4,1,0.2500
darlide01,1890,1,CHP,PL,58,45,0.7759
davisge01,1890,1,CL4,NL,136,98,0.7206
davisju01,1890,1,SL4,AA,21,8,0.3810
davisju01,1890,2,BR4,AA,38,33,0.8684
daybi01,1890,1,PHI,NL,4,1,0.2500
daybi01,1890,2,PIT,NL,6,1,0.1667
dealypa01,1890,1,SR2,AA,18,9,0.5000
deckeha01,1890,1,PHI,NL,5,5,1.0000
deckeha01,1890,2,PIT,NL,92,52,0.5652
delahed01,1890,1,CLP,PL,115,107,0.9304
delanbi01,1890,1,CL4,NL,36,16,0.4444
demarfr01,1890,1,CHN,NL,1,0,0.0000
dennyje01,1890,1,NY1,NL,114,50,0.4386
dewalch01,1890,1,CLP,PL,2,1,0.5000
doefr01,1890,1,BFP,PL,1,0,0.0000
doefr01,1890,2,PTP,PL,1,0,0.0000
dolanjo01,1890,1,CIN,NL,2,0,0.0000
donneji01,1890,1,SL4,AA,11,11,1.0000
donovpa01,1890,1,BSN,NL,32,17,0.5313
donovpa01,1890,2,BRO,NL,28,17,0.6071
dorgami01,1890,1,SR2,AA,33,19,0.5758
dotyba01,1890,1,TL2,AA,1,0,0.0000
dowseto01,1890,1,CL4,NL,40,20,0.5000
doyleja01,1890,1,CL6,AA,77,47,0.6104
duffech01,1890,1,SL4,AA,98,68,0.6939
duffyhu01,1890,1,CHP,PL,138,161,1.1667
dunlafr01,1890,1,PIT,NL,17,9,0.5294
dunlafr01,1890,2,NYP,PL,1,1,1.0000
duryeje01,1890,1,CIN,NL,33,13,0.3939
duzenbi01,1890,1,BFP,PL,2,2,1.0000
dwyerfr01,1890,1,CHP,PL,16,10,0.6250
earlebi01,1890,1,SL4,AA,22,16,0.7273
earlho01,1890,1,CHN,NL,92,57,0.6196
eastehe01,1890,1,CL6,AA,58,25,0.4310
eastehe01,1890,2,PH4,AA,19,17,0.8947
eastehe01,1890,3,LS2,AA,7,2,0.2857
eastoja01,1890,1,CL6,AA,41,14,0.3415
ehretre01,1890,1,LS2,AA,43,11,0.2558
eiteled01,1890,1,CHN,NL,1,0,0.0000
elybo01,1890,1,SR2,AA,119,72,0.6050
esperdu01,1890,1,PH4,AA,18,11,0.6111
esperdu01,1890,2,PIT,NL,2,0,0.0000
esperdu01,1890,3,PHI,NL,5,2,0.4000
esterdu01,1890,1,NY1,NL,45,29,0.6444
ewingbu01,1890,1,NYP,PL,83,98,1.1807
ewingjo01,1890,1,NYP,PL,35,18,0.5143
faatzja01,1890,1,BFP,PL,32,18,0.5625
farrasi01,1890,1,PHP,PL,127,84,0.6614
farredu01,1890,1,CHP,PL,117,79,0.6752
fennefr01,1890,1,BR4,AA,45,40,0.8889
fersoal01,1890,1,BFP,PL,11,4,0.3636
fieldji01,1890,1,RC2,AA,52,30,0.5769
fieldjo01,1890,1,PTP,PL,126,101,0.8016
fitzgde01,1890,1,PH4,AA,2,0,0.0000
fitzgjo01,1890,1,RC2,AA,11,1,0.0909
fogarji01,1890,1,PHP,PL,91,71,0.7802
fordto01,1890,1,CL6,AA,1,0,0.0000
fordto01,1890,2,BR4,AA,10,1,0.1000
foremfr01,1890,1,CIN,NL,25,13,0.5200
fosteel01,1890,1,CHN,NL,27,20,0.7407
foutzda01,1890,1,BRO,NL,129,106,0.8217
francos01,1890,1,CHN,NL,1,0,0.0000
frielpa01,1890,1,SR2,AA,62,51,0.8226
fullesh01,1890,1,SL4,AA,130,118,0.9077
galvipu01,1890,1,PTP,PL,26,8,0.3077
ganzech01,1890,1,BSN,NL,38,21,0.5526
garfibi01,1890,1,CL4,NL,9,0,0.0000
gastrha01,1890,1,CL6,AA,48,18,0.3750
gerhajo01,1890,1,BR4,AA,99,34,0.3434
gerhajo01,1890,2,SL4,AA,37,15,0.4054
germale01,1890,1,BL3,AA,17,7,0.4118
gettito01,1890,1,SL4,AA,58,31,0.5345
getzich01,1890,1,BSN,NL,41,27,0.6585
gibsoro01,1890,1,CHN,NL,1,0,0.0000
gibsoro01,1890,2,PIT,NL,3,1,0.3333
gilbeha01,1890,1,PIT,NL,2,1,0.5000
gilbejo01,1890,1,PIT,NL,2,0,0.0000
gilbepe01,1890,1,BL3,AA,29,25,0.8621
gilksbo01,1890,1,CL4,NL,130,65,0.5000
gilleji01,1890,1,BFP,PL,1,0,0.0000
glassja01,1890,1,NY1,NL,124,91,0.7339
gleasbi02,1890,1,CLP,PL,1,0,0.0000
gleaski01,1890,1,PHI,NL,63,22,0.3492
glenabo01,1890,1,CHN,NL,66,43,0.6515
goodahe01,1890,1,LS2,AA,19,10,0.5263
gorege01,1890,1,NYP,PL,93,132,1.4194
grafflo01,1890,1,SR2,AA,1,0,0.0000
graych01,1890,1,PIT,NL,5,1,0.2000
grayji01,1890,1,PTP,PL,2,3,1.5000
grayji01,1890,2,PIT,NL,1,0,0.0000
greenbi01,1890,1,RC2,AA,124,76,0.6129
greened01,1890,1,PH4,AA,39,15,0.3846
greybi01,1890,1,PHI,NL,34,20,0.5882
griffmi01,1890,1,PHP,PL,115,127,1.1043
griffsa01,1890,1,RC2,AA,107,85,0.7944
grimjo01,1890,1,RC2,AA,50,30,0.6000
grubehe01,1890,1,CLP,PL,50,21,0.4200
gumbead01,1890,1,BSP,PL,44,23,0.5227
gumbebi01,1890,1,PIT,NL,10,8,0.8000
haddoge01,1890,1,BFP,PL,42,21,0.5000
hallijo01,1890,1,BFP,PL,57,28,0.4912
hallmbi01,1890,1,PHP,PL,84,59,0.7024
hambuch01,1890,1,LS2,AA,133,93,0.6992
hamilbi01,1890,1,PHI,NL,123,133,1.0813
hanlone01,1890,1,PTP,PL,118,106,0.8983
hardilo01,1890,1,BSN,NL,47,17,0.3617
harrije01,1890,1,CIN,NL,65,25,0.3846
hartbi02,1890,1,SL4,AA,27,7,0.2593
hartnpa01,1890,1,SL4,AA,14,6,0.4286
hasnepe01,1890,1,PH4,AA,2,1,0.5000
hatfigi01,1890,1,NYP,PL,71,32,0.4507
hayesja01,1890,1,BRP,PL,12,3,0.2500
haynefr01,1890,1,PIT,NL,1,0,0.0000
healyjo01,1890,1,TL2,AA,48,27,0.5625
heardch01,1890,1,PIT,NL,12,2,0.1667
heckegu01,1890,1,PIT,NL,86,43,0.5000
helmbho01,1890,1,PH4,AA,1,1,1.0000
hemmige01,1890,1,CLP,PL,3,1,0.3333
hemmige01,1890,2,BRP,PL,19,5,0.2632
hempdu01,1890,1,PIT,NL,21,9,0.4286
hempdu01,1890,2,SR2,AA,9,1,0.1111
henryjo01,1890,1,NY1,NL,37,19,0.5135
herred01,1890,1,SL4,AA,12,5,0.4167
higgibi01,1890,1,SL4,AA,67,39,0.5821
higgibi01,1890,2,SR2,AA,1,1,1.0000
hillbe01,1890,1,BL3,AA,9,3,0.3333
hinespa01,1890,1,PIT,NL,31,11,0.3548
hinespa01,1890,2,BSN,NL,69,41,0.5942
hollibu01,1890,1,CIN,NL,131,93,0.7099
honanma01,1890,1,CHN,NL,1,0,0.0000
hornujo01,1890,1,NY1,NL,120,62,0.5167
howesh01,1890,1,NY1,NL,19,4,0.2105
hoydu01,1890,1,BFP,PL,122,107,0.8770
hughemi01,1890,1,BRO,NL,9,2,0.2222
hughemi01,1890,2,PH4,AA,6,2,0.3333
hurleje01,1890,1,PTP,PL,8,5,0.6250
hustebi01,1890,1,PHP,PL,18,5,0.2778
hutchbi01,1890,1,CHN,NL,71,28,0.3944
hutched01,1890,1,CHN,NL,4,0,0.0000
irwinar01,1890,1,BSP,PL,96,60,0.6250
irwinjo01,1890,1,BFP,PL,77,62,0.8052
johnsbi01,1890,1,BL3,AA,24,15,0.6250
johnsdi01,1890,1,BSP,PL,2,0,0.0000
johnsdi01,1890,2,NYP,PL,77,37,0.4805
johnssp01,1890,1,CL6,AA,135,106,0.7852
joneshe02,1890,1,PIT,NL,5,0,0.0000
jonesmi01,1890,1,LS2,AA,3,1,0.3333
jordami01,1890,1,PIT,NL,37,8,0.2162
joycebi01,1890,1,BRP,PL,133,121,0.9098
kaneje01,1890,1,SL4,AA,8,3,0.3750
kappejo01,1890,1,PH4,AA,56,29,0.5179
keefege01,1890,1,BFP,PL,25,15,0.6000
keefejo01,1890,1,SR2,AA,43,10,0.2326
keefeti01,1890,1,NYP,PL,30,18,0.6000
keenaji01,1890,1,CIN,NL,54,21,0.3889
keffefr01,1890,1,SR2,AA,2,1,0.5000
kellyki01,1890,1,BSP,PL,89,83,0.9326
keltyjo01,1890,1,PIT,NL,59,24,0.4068
kerinjo01,1890,1,SL4,AA,18,8,0.4444
kilroma01,1890,1,BSP,PL,31,11,0.3548
kingsi01,1890,1,CHP,PL,58,24,0.4138
kinslto01,1890,1,BRP,PL,64,30,0.4688
kittrma01,1890,1,CHN,NL,96,46,0.4792
klusmbi01,1890,1,SL4,AA,15,9,0.6000
knausfr01,1890,1,CL6,AA,37,18,0.4865
knellph01,1890,1,PHP,PL,36,19,0.5278
knighjo01,1890,1,CIN,NL,127,67,0.5276
knowlji01,1890,1,RC2,AA,123,83,0.6748
knoxan01,1890,1,PH4,AA,21,6,0.2857
krockgu01,1890,1,BFP,PL,4,1,0.2500
kuehnbi01,1890,1,PTP,PL,126,66,0.5238
lacke01,1890,1,PH4,AA,1,0,0.0000
larkihe01,1890,1,CLP,PL,125,93,0.7440
laroqsa01,1890,1,PIT,NL,111,59,0.5315
lathaar01,1890,1,CHP,PL,52,47,0.9038
lathaar01,1890,2,CIN,NL,41,35,0.8537
lauerch01,1890,1,CHN,NL,2,1,0.5000
lawsoal01,1890,1,BSN,NL,1,0,0.0000
lawsoal01,1890,2,PIT,NL,2,0,0.0000
lehanmi01,1890,1,CL6,AA,140,54,0.3857
leighjo01,1890,1,SR2,AA,7,6,0.8571
lewis01,1890,1,BFP,PL,1,1,1.0000
lincoez01,1890,1,CL4,NL,15,4,0.2667
lincoez01,1890,2,SR2,AA,3,0,0.0000
longda01,1890,1,BL3,AA,21,19,0.9048
longhe01,1890,1,BSN,NL,101,95,0.9406
lovetto01,1890,1,BRO,NL,44,22,0.5000
lowebo01,1890,1,BSN,NL,52,35,0.6731
lubypa01,1890,1,CHN,NL,36,27,0.7500
lynchja01,1890,1,BR4,AA,1,2,2.0000
lyonsde01,1890,1,PH4,AA,88,79,0.8977
lyonsha01,1890,1,RC2,AA,133,83,0.6241
lyonspa01,1890,1,CL4,NL,11,2,0.1818
lyonsto01,1890,1,SR2,AA,3,3,1.0000
lytleda01,1890,1,CHN,NL,1,1,1.0000
lytleda01,1890,2,PIT,NL,15,2,0.1333
macey01,1890,1,PH4,AA,1,0,0.0000
mackco01,1890,1,BFP,PL,123,95,0.7724
mackre01,1890,1,BL3,AA,26,14,0.5385
maddeki01,1890,1,BSP,PL,13,5,0.3846
marrle01,1890,1,CIN,NL,130,91,0.7000
marsed01,1890,1,SR2,AA,16,9,0.5625
mattimi01,1890,1,BR4,AA,33,14,0.4242
maulal01,1890,1,PTP,PL,45,31,0.6889
mayered01,1890,1,PHI,NL,117,49,0.4188
maysal01,1890,1,CL6,AA,1,0,0.0000
mcaleji01,1890,1,CLP,PL,86,58,0.6744
mcbrijo01,1890,1,PH4,AA,1,0,0.0000
mccarto01,1890,1,SL4,AA,133,137,1.0301
mccaual01,1890,1,PHI,NL,112,63,0.5625
mcculch01,1890,1,BR4,AA,26,2,0.0769
mcculch01,1890,2,SR2,AA,3,1,0.3333
mcfetja01,1890,1,PHI,NL,1,0,0.0000
mcgarch01,1890,1,BSN,NL,121,68,0.5620
mcgeaja01,1890,1,BRP,PL,104,84,0.8077
mcgilwi01,1890,1,CLP,PL,24,10,0.4167
mcginfr01,1890,1,PIT,NL,1,0,0.0000
mcgucjo01,1890,1,BL3,AA,11,2,0.1818
mcguide01,1890,1,RC2,AA,87,46,0.5287
mckeaed01,1890,1,CL4,NL,136,95,0.6985
mckeoda01,1890,1,RC2,AA,62,38,0.6129
mclauba01,1890,1,SR2,AA,86,43,0.5000
mcmahsa01,1890,1,PH4,AA,49,27,0.5510
mcmahsa01,1890,2,BL3,AA,12,4,0.3333
mcmilge01,1890,1,NY1,NL,10,4,0.4000
mcphebi01,1890,1,CIN,NL,132,125,0.9470
mcquemo01,1890,1,SR2,AA,122,64,0.5246
mctamji01,1890,1,CL6,AA,125,140,1.1200
meakige01,1890,1,LS2,AA,29,6,0.2069
meekda01,1890,1,SL4,AA,4,3,0.7500
meyerhe01,1890,1,PH4,AA,5,2,0.4000
millafr01,1890,1,SL4,AA,1,0,0.0000
millebo01,1890,1,RC2,AA,15,3,0.2000
milledo01,1890,1,PIT,NL,138,85,0.6159
milledu01,1890,1,SL4,AA,26,17,0.6538
millijo01,1890,1,PHP,PL,62,38,0.6129
morried01,1890,1,PTP,PL,18,7,0.3889
morrijo01,1890,1,BSP,PL,2,1,0.5000
morrimi01,1890,1,SR2,AA,34,17,0.5000
morrimi01,1890,2,BL3,AA,4,0,0.0000
motzfr01,1890,1,PHI,NL,1,1,1.0000
mullato01,1890,1,CIN,NL,81,41,0.5062
mulvejo01,1890,1,PHP,PL,120,96,0.8000
munyajo01,1890,1,CL6,AA,2,1,0.5000
munyajo01,1890,2,SL4,AA,96,61,0.6354
murphbo01,1890,1,NY1,NL,3,0,0.0000
murphbo01,1890,2,BR4,AA,16,4,0.2500
murphco01,1890,1,BRP,PL,23,11,0.4783
murphmo01,1890,1,BSP,PL,68,38,0.5588
murphpa01,1890,1,NY1,NL,32,14,0.4375
myersal01,1890,1,PHI,NL,117,95,0.8120
nagleto01,1890,1,CHN,NL,38,21,0.5526
nashbi01,1890,1,BSP,PL,129,103,0.7984
nealejo01,1890,1,SL4,AA,11,4,0.3636
nelsoca01,1890,1,BR4,AA,60,44,0.7333
nichoki01,1890,1,BSN,NL,49,18,0.3673
nichopa01,1890,1,TL2,AA,134,78,0.5821
nichosa01,1890,1,CL6,AA,14,7,0.5000
nicolge01,1890,1,SL4,AA,3,4,1.3333
nicolhu01,1890,1,CIN,NL,50,28,0.5600
obriebi01,1890,1,BR4,AA,96,47,0.4896
obrieda01,1890,1,BRO,NL,85,78,0.9176
obrieda02,1890,1,CLP,PL,26,12,0.4615
obrieja01,1890,1,PH4,AA,109,80,0.7339
obriepe01,1890,1,CHN,NL,27,15,0.5556
obrieto01,1890,1,RC2,AA,73,36,0.4932
oconnda01,1890,1,LS2,AA,6,3,0.5000
oconnja01,1890,1,CL6,AA,121,89,0.7355
odayha01,1890,1,NYP,PL,43,24,0.5581
oneiled01,1890,1,TL2,AA,2,0,0.0000
oneiled01,1890,2,PH4,AA,10,0,0.0000
oneilti01,1890,1,CHP,PL,137,112,0.8175
orourji01,1890,1,NYP,PL,111,112,1.0090
orourmi01,1890,1,BL3,AA,8,5,0.6250
orourti01,1890,1,SR2,AA,87,48,0.5517
orourto01,1890,1,NY1,NL,2,1,0.5000
orourto01,1890,2,SR2,AA,41,16,0.3902
orrda01,1890,1,BRP,PL,107,89,0.8318
osborfr01,1890,1,PIT,NL,41,24,0.5854
pabsted01,1890,1,PH4,AA,8,7,0.8750
pabsted01,1890,2,SL4,AA,4,1,0.2500
parsoch01,1890,1,CL4,NL,2,0,0.0000
peltzjo01,1890,1,BR4,AA,98,55,0.5612
peltzjo01,1890,2,SR2,AA,5,2,0.4000
peltzjo01,1890,3,TL2,AA,20,8,0.4000
pfefffr01,1890,1,CHP,PL,124,86,0.6935
phelada01,1890,1,LS2,AA,8,4,0.5000
phillbi02,1890,1,PIT,NL,14,6,0.4286
phillma01,1890,1,RC2,AA,64,18,0.2813
pickejo01,1890,1,PHP,PL,100,82,0.8200
pinknge01,1890,1,BRO,NL,126,115,0.9127
pitzhe01,1890,1,BR4,AA,61,26,0.4262
pitzhe01,1890,2,SR2,AA,29,17,0.5862
powerji01,1890,1,BR4,AA,4,5,1.2500
powerto01,1890,1,BL3,AA,38,11,0.2895
pricebi01,1890,1,PH4,AA,1,0,0.0000
proesge01,1890,1,SR2,AA,13,11,0.8462
purcebl01,1890,1,PH4,AA,110,110,1.0000
quinnjo02,1890,1,BSP,PL,130,87,0.6692
quinnto01,1890,1,PTP,PL,55,23,0.4182
radboch01,1890,1,BSP,PL,45,20,0.4444
radfopa01,1890,1,CLP,PL,122,98,0.8033
rainejo01,1890,1,BFP,PL,42,29,0.6905
ramseto01,1890,1,SL4,AA,44,17,0.3864
rayir01,1890,1,BL3,AA,38,28,0.7368
raymoha01,1890,1,LS2,AA,123,91,0.7398
recciph01,1890,1,RC2,AA,1,0,0.0000
reillch02,1890,1,CL6,AA,137,75,0.5474
reilljo01,1890,1,CIN,NL,133,114,0.8571
rhinebi01,1890,1,CIN,NL,46,14,0.3043
richada01,1890,1,NYP,PL,123,102,0.8293
richaha01,1890,1,BSP,PL,130,126,0.9692
riddljo01,1890,1,PH4,AA,27,7,0.2593
rittefl01,1890,1,TL2,AA,1,0,0.0000
